CVE_id,CVSS,From,Upto,cpe,cwe,description,patch
CVE-2014-3567,,,"Up to (including),0.9.8zb","[[], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.0n'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h'], ['1.0.1i']]",CWE-20,"Memory leak in the tls_decrypt_ticket function in t1_lib.c in OpenSSL before 0.9.8zc, 1.0.0 before 1.0.0o, and 1.0.1 before 1.0.1j allows remote attackers to cause a denial of service (memory consumption) via a crafted session ticket that triggers an integrity-check failure.",https://git.openssl.org/gitweb/?p=openssl.git;a=commit;h=7fd4ce6a997be5f5c9e744ac527725c2850de203
CVE-2014-3568,,,"Up to (including),0.9.8zb","[[], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.0n'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h'], ['1.0.1i']]",CWE-310,"OpenSSL before 0.9.8zc, 1.0.0 before 1.0.0o, and 1.0.1 before 1.0.1j does not properly enforce the no-ssl3 build option, which allows remote attackers to bypass intended access restrictions via an SSL 3.0 handshake, related to s23_clnt.c and s23_srvr.c.",https://git.openssl.org/gitweb/?p=openssl.git;a=commit;h=26a59d9b46574e457870197dffa802871b4c8fc7
CVE-2014-3569,,,,[['1.0.1j']],,"The ssl23_get_client_hello function in s23_srvr.c in OpenSSL 0.9.8zc, 1.0.0o, and 1.0.1j does not properly handle attempts to use unsupported protocols, which allows remote attackers to cause a denial of service (NULL pointer dereference and daemon crash) via an unexpected handshake, as demonstrated by an SSLv3 handshake to a no-ssl3 application with certain error handling.  NOTE: this issue became relevant after the CVE-2014-3568 fix.",
CVE-2014-3570,,,"Up to (including),0.9.8zc","[[], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.0n'], ['1.0.0o'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h'], ['1.0.1i'], ['1.0.1j']]",CWE-310,"The BN_sqr implementation in OpenSSL before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k does not properly calculate the square of a BIGNUM value, which might make it easier for remote attackers to defeat cryptographic protection mechanisms via unspecified vectors, related to crypto/bn/asm/mips.pl, crypto/bn/asm/x86_64-gcc.c, and crypto/bn/bn_asm.c.",
CVE-2014-3571,,,"Up to (including),0.9.8zc","[[], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.0n'], ['1.0.0o'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h'], ['1.0.1i'], ['1.0.1j']]",,"OpenSSL before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted DTLS message that is processed with a different read operation for the handshake header than for the handshake body, related to the dtls1_get_record function in d1_pkt.c and the ssl3_read_n function in s3_pkt.c.",
CVE-2014-3572,,,"Up to (including),0.9.8zc","[[], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.0n'], ['1.0.0o'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h'], ['1.0.1i'], ['1.0.1j']]",CWE-310,"The ssl3_get_key_exchange function in s3_clnt.c in OpenSSL before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k allows remote SSL servers to conduct ECDHE-to-ECDH downgrade attacks and trigger a loss of forward secrecy by omitting the ServerKeyExchange message.",
CVE-2014-8275,,,"Up to (including),0.9.8zc","[[], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.0m'], ['1.0.0n'], ['1.0.0o'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.1h'], ['1.0.1i'], ['1.0.1j']]",CWE-310,"OpenSSL before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k does not enforce certain constraints on certificate data, which allows remote attackers to defeat a fingerprint-based certificate-blacklist protection mechanism by including crafted data within a certificate's unsigned portion, related to crypto/asn1/a_verify.c, crypto/dsa/dsa_asn1.c, crypto/ecdsa/ecs_vrf.c, and crypto/x509/x_all.c.",
CVE-2012-0050,,,,"[['0.9.8s'], ['1.0.0f']]",CWE-399,"OpenSSL 0.9.8s and 1.0.0f does not properly support DTLS applications, which allows remote attackers to cause a denial of service (crash) via unspecified vectors related to an out-of-bounds read.  NOTE: this vulnerability exists because of an incorrect fix for CVE-2011-4108.",
CVE-2011-4354,,,"Up to (including),0.9.8g","[['0.9.1c'], ['0.9.2b'], ['0.9.3'], ['0.9.3a'], ['0.9.4'], ['0.9.5'], ['0.9.5'], ['0.9.5'], ['0.9.5a'], ['0.9.5a'], ['0.9.5a'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], []]",CWE-310,"crypto/bn/bn_nist.c in OpenSSL before 0.9.8h on 32-bit platforms, as used in stunnel and other products, in certain circumstances involving ECDH or ECDHE cipher suites, uses an incorrect modular reduction algorithm in its implementation of the P-256 and P-384 NIST elliptic curves, which allows remote attackers to obtain the private key of a TLS server via multiple handshake attempts.",
CVE-2006-7250,,,"Up to (including),0.9.8t","[['0.9.1c'], ['0.9.2b'], ['0.9.3'], ['0.9.3a'], ['0.9.4'], ['0.9.5'], ['0.9.5'], ['0.9.5'], ['0.9.5a'], ['0.9.5a'], ['0.9.5a'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], []]",,The mime_hdr_cmp function in crypto/asn1/asn_mime.c in OpenSSL 0.9.8t and earlier allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted S/MIME message.,"http://cvs.openssl.org/chngview?cn=22144,https://bugzilla.novell.com/show_bug.cgi?id=748738,https://bugzilla.redhat.com/show_bug.cgi?id=798100"
CVE-2012-0884,,,"Up to (including),0.9.8t","[['0.9.0b'], ['0.9.1b'], ['0.9.1c'], ['0.9.2b'], ['0.9.3'], ['0.9.3a'], ['0.9.4'], ['0.9.5'], ['0.9.5a'], ['0.9.6'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], [], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g']]",CWE-310,"The implementation of Cryptographic Message Syntax (CMS) and PKCS #7 in OpenSSL before 0.9.8u and 1.x before 1.0.0h does not properly restrict certain oracle behavior, which makes it easier for context-dependent attackers to decrypt data via a Million Message Attack (MMA) adaptive chosen ciphertext attack.",
CVE-2012-1165,,,"Up to (including),0.9.8t","[['0.9.1c'], ['0.9.2b'], ['0.9.3'], ['0.9.3a'], ['0.9.4'], ['0.9.5'], ['0.9.5'], ['0.9.5'], ['0.9.5a'], ['0.9.5a'], ['0.9.5a'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], [], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g']]",CWE-399,"The mime_param_cmp function in crypto/asn1/asn_mime.c in OpenSSL before 0.9.8u and 1.x before 1.0.0h allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted S/MIME message, a different vulnerability than CVE-2006-7250.",
CVE-2012-2110,,,"Up to (including),0.9.8u","[['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0g'], ['0.9.1c'], ['0.9.2b'], ['0.9.3'], ['0.9.3a'], ['0.9.4'], ['0.9.5'], ['0.9.5'], ['0.9.5'], ['0.9.5a'], ['0.9.5a'], ['0.9.5a'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], ['0.9.8t'], [], ['0.9.6'], ['0.9.6b'], ['0.9.7a'], ['1.0.1'], ['1.0.1']]",CWE-119,"The asn1_d2i_read_bio function in crypto/asn1/a_d2i_fp.c in OpenSSL before 0.9.8v, 1.0.0 before 1.0.0i, and 1.0.1 before 1.0.1a does not properly interpret integer data, which allows remote attackers to conduct buffer overflow attacks, and cause a denial of service (memory corruption) or possibly have unspecified other impact, via crafted DER data, as demonstrated by an X.509 certificate or an RSA public key.",
CVE-2012-2131,,,,[['0.9.8v']],CWE-189,"Multiple integer signedness errors in crypto/buffer/buffer.c in OpenSSL 0.9.8v allow remote attackers to conduct buffer overflow attacks, and cause a denial of service (memory corruption) or possibly have unspecified other impact, via crafted DER data, as demonstrated by an X.509 certificate or an RSA public key.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2012-2110.",
CVE-2012-2333,,,"Up to (including),0.9.8w","[['0.9.1c'], ['0.9.2b'], ['0.9.3'], ['0.9.3a'], ['0.9.4'], ['0.9.5'], ['0.9.5'], ['0.9.5'], ['0.9.5a'], ['0.9.5a'], ['0.9.5a'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], ['0.9.8t'], ['0.9.8u'], ['0.9.8v'], [], ['0.9.6'], ['0.9.6b'], ['0.9.7a'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b']]",CWE-189,"Integer underflow in OpenSSL before 0.9.8x, 1.0.0 before 1.0.0j, and 1.0.1 before 1.0.1c, when TLS 1.1, TLS 1.2, or DTLS is used with CBC encryption, allows remote attackers to cause a denial of service (buffer over-read) or possibly have unspecified other impact via a crafted TLS packet that is not properly handled during a certain explicit IV calculation.",
CVE-2011-1473,,,"Up to (including),0.9.8k","[['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8r'], ['0.9.8s'], ['0.9.8t'], ['0.9.8u'], ['0.9.8v'], ['0.9.8w'], ['0.9.8x'], []]",CWE-264,"** DISPUTED ** OpenSSL before 0.9.8l, and 0.9.8m through 1.x, does not properly restrict client-initiated renegotiation within the SSL and TLS protocols, which might make it easier for remote attackers to cause a denial of service (CPU consumption) by performing many renegotiations within a single connection, a different vulnerability than CVE-2011-5094.  NOTE: it can also be argued that it is the responsibility of server deployments, not a security library, to prevent or limit renegotiation when it is inappropriate within a specific environment.",
CVE-2011-5095,,,,[['0.9.8']],CWE-310,"The Diffie-Hellman key-exchange implementation in OpenSSL 0.9.8, when FIPS mode is enabled, does not properly validate a public parameter, which makes it easier for man-in-the-middle attackers to obtain the shared secret key by modifying network traffic, a related issue to CVE-2011-1923.",
CVE-2012-2686,,,,"[['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c']]",CWE-310,crypto/evp/e_aes_cbc_hmac_sha1.c in the AES-NI functionality in the TLS 1.1 and 1.2 implementations in OpenSSL 1.0.1 before 1.0.1d allows remote attackers to cause a denial of service (application crash) via crafted CBC data.,http://git.openssl.org/gitweb/?p=openssl.git;a=commit;h=125093b59f3c2a2d33785b5563d929d0472f1721
CVE-2013-0166,,,,"[['0.9.1c'], ['0.9.2b'], ['0.9.3'], ['0.9.3a'], ['0.9.4'], ['0.9.5'], ['0.9.5'], ['0.9.5'], ['0.9.5a'], ['0.9.5a'], ['0.9.5a'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], ['0.9.8t'], ['0.9.8u'], ['0.9.8v'], ['0.9.8w'], ['0.9.8x'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['0.9.6'], ['0.9.6b'], ['0.9.7a']]",CWE-310,"OpenSSL before 0.9.8y, 1.0.0 before 1.0.0k, and 1.0.1 before 1.0.1d does not properly perform signature verification for OCSP responses, which allows remote OCSP servers to cause a denial of service (NULL pointer dereference and application crash) via an invalid key.",
CVE-2013-6449,,,"Up to (including),1.0.1e","[['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], []]",CWE-310,"The ssl_get_algorithm2 function in ssl/s3_lib.c in OpenSSL before 1.0.2 obtains a certain version number from an incorrect data structure, which allows remote attackers to cause a denial of service (daemon crash) via crafted traffic from a TLS 1.2 client.",http://git.openssl.org/gitweb/?p=openssl.git;a=commit;h=ca989269a2876bae79393bd54c3e72d49975fc75
CVE-2013-6450,,,,"[['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e']]",CWE-310,"The DTLS retransmission implementation in OpenSSL 1.0.0 before 1.0.0l and 1.0.1 before 1.0.1f does not properly maintain data structures for digest and encryption contexts, which might allow man-in-the-middle attackers to trigger the use of a different context and cause a denial of service (application crash) by interfering with packet delivery, related to ssl/d1_both.c and ssl/t1_enc.c.",http://git.openssl.org/gitweb/?p=openssl.git;a=commit;h=34628967f1e65dc8f34e000f0f5518e21afbfc7b
CVE-2013-4353,,,,"[['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e']]",CWE-20,The ssl3_take_mac function in ssl/s3_both.c in OpenSSL 1.0.1 before 1.0.1f allows remote TLS servers to cause a denial of service (NULL pointer dereference and application crash) via a crafted Next Protocol Negotiation record in a TLS handshake.,
CVE-2014-0076,,,"Up to (including),1.0.0l","[['0.9.1c'], ['0.9.2b'], ['0.9.3'], ['0.9.3a'], ['0.9.4'], ['0.9.5'], ['0.9.5'], ['0.9.5'], ['0.9.5a'], ['0.9.5a'], ['0.9.5a'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], ['0.9.8t'], ['0.9.8u'], ['0.9.8v'], ['0.9.8w'], ['0.9.8x'], ['0.9.8y'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], []]",CWE-310,"The Montgomery ladder implementation in OpenSSL through 1.0.0l does not ensure that certain swap operations have a constant-time behavior, which makes it easier for local users to obtain ECDSA nonces via a FLUSH+RELOAD cache side-channel attack.",
